ano,sigla_uf,sexo,faixa_etaria,media_aposentadoria_pensao,media_outras_fontes_geral,total_respondentes
2018,AM,Feminino,Outras idades / Não mapeado,1.94,7.87,156
2018,AM,Feminino,Outras idades / Não mapeado,1.99,7.65,314
2018,AM,Masculino,Outras idades / Não mapeado,1.79,7.97,58
2018,AP,Feminino,Outras idades / Não mapeado,1.99,7.8,137
2018,AP,Masculino,Outras idades / Não mapeado,2.0,7.93,121
2018,AP,Masculino,45 a 59 anos,1.99,7.99,241
2018,AP,Feminino,Outras idades / Não mapeado,1.91,7.97,34
2018,AP,Masculino,Outras idades / Não mapeado,1.8,7.98,41
2018,AP,Masculino,Outras idades / Não mapeado,1.99,7.98,131
2018,AP,Feminino,Outras idades / Não mapeado,2.0,7.78,172
2018,AP,Masculino,Outras idades / Não mapeado,1.99,7.99,139
2018,AP,Feminino,Outras idades / Não mapeado,1.98,7.7,143
2018,AP,Feminino,Outras idades / Não mapeado,1.92,7.98,49
2018,AP,Masculino,60 anos ou mais,2.0,8.0,179
2018,AP,Feminino,30 a 44 anos,2.0,8.0,125
2018,AP,Feminino,Outras idades / Não mapeado,1.84,7.97,31
2018,AL,Feminino,Outras idades / Não mapeado,1.95,7.95,76
2018,AL,Masculino,Outras idades / Não mapeado,1.94,8.0,86
2018,AL,Feminino,Outras idades / Não mapeado,1.98,7.59,203
2018,AL,Feminino,Outras idades / Não mapeado,1.98,7.66,149
2018,AL,Feminino,Outras idades / Não mapeado,2.0,7.59,193
2018,AL,Masculino,Outras idades / Não mapeado,1.98,7.95,130
2018,AL,Masculino,60 anos ou mais,1.97,7.97,224
2018,AL,Masculino,45 a 59 anos,1.98,7.99,322
2018,AL,Feminino,Outras idades / Não mapeado,1.87,7.97,110
2018,AL,Masculino,Outras idades / Não mapeado,1.96,7.93,175
2018,AL,Feminino,Outras idades / Não mapeado,1.95,8.0,56
2018,AL,Feminino,30 a 44 anos,2.0,7.99,176
2018,AL,Masculino,Outras idades / Não mapeado,1.99,7.96,182
2018,BA,Masculino,Outras idades / Não mapeado,1.99,7.86,212
2018,BA,Masculino,30 a 44 anos,2.0,7.99,252
2018,BA,Masculino,Outras idades / Não mapeado,2.0,7.96,231
2018,BA,Feminino,45 a 59 anos,1.99,7.96,392
2018,BA,Feminino,Outras idades / Não mapeado,1.99,7.52,296
2018,BA,Masculino,0 a 14 anos,2.0,7.99,224
2018,TO,Masculino,Outras idades / Não mapeado,1.98,7.89,63
2018,TO,Masculino,Outras idades / Não mapeado,2.0,7.93,70
2018,TO,Masculino,Outras idades / Não mapeado,1.98,7.94,48
2018,TO,Feminino,0 a 14 anos,2.0,8.0,87
2018,TO,Feminino,Outras idades / Não mapeado,1.96,7.69,77
2018,TO,Feminino,Outras idades / Não mapeado,2.0,7.74,70
2018,TO,Masculino,15 a 29 anos,1.99,7.99,98
2018,TO,Feminino,Outras idades / Não mapeado,2.0,7.91,47
2018,TO,Masculino,Outras idades / Não mapeado,1.83,7.92,24
2018,TO,Feminino,Outras idades / Não mapeado,2.0,7.89,9
2018,SE,Feminino,60 anos ou mais,2.0,7.82,149
2018,SE,Feminino,Outras idades / Não mapeado,1.96,7.86,109
2018,SE,Feminino,15 a 29 anos,1.99,7.99,172
2018,SE,Masculino,Outras idades / Não mapeado,1.93,7.96,45
2018,SE,Masculino,Outras idades / Não mapeado,2.0,8.0,18
2018,SP,Masculino,45 a 59 anos,2.0,8.0,222
2018,SP,Masculino,60 anos ou mais,2.0,7.99,175
2018,SP,Feminino,Outras idades / Não mapeado,1.98,7.91,140
2018,SP,Masculino,Outras idades / Não mapeado,1.98,7.97,149
2018,SP,Feminino,Outras idades / Não mapeado,2.0,7.83,169
2018,SP,Feminino,Outras idades / Não mapeado,1.99,7.85,153
2018,SP,Masculino,Outras idades / Não mapeado,2.0,7.96,169
2018,SP,Feminino,Outras idades / Não mapeado,1.93,7.97,61
2018,SP,Feminino,30 a 44 anos,2.0,8.0,120
2018,SP,Masculino,Outras idades / Não mapeado,1.99,7.9,86
2018,SP,Masculino,Outras idades / Não mapeado,1.99,7.95,147
2018,SP,Feminino,Outras idades / Não mapeado,1.99,7.97,98
2018,SP,Feminino,Outras idades / Não mapeado,1.92,7.92,51
2018,SC,Masculino,Outras idades / Não mapeado,2.0,7.96,179
2018,SC,Feminino,45 a 59 anos,2.0,7.99,206
2018,SC,Feminino,Outras idades / Não mapeado,1.99,7.94,221
2018,SC,Masculino,Outras idades / Não mapeado,1.99,7.98,195
2018,SC,Masculino,0 a 14 anos,2.0,7.99,165
2018,SC,Masculino,30 a 44 anos,1.99,7.98,108
2018,RS,Masculino,Outras idades / Não mapeado,1.99,7.9,91
2018,RS,Masculino,Outras idades / Não mapeado,1.98,7.9,146
2018,RS,Feminino,Outras idades / Não mapeado,1.99,7.95,293
2018,RS,Feminino,15 a 29 anos,2.0,7.99,226
2018,RS,Feminino,60 anos ou mais,1.99,7.9,270
2018,MA,Masculino,Outras idades / Não mapeado,1.99,7.99,141
2018,MA,Feminino,Outras idades / Não mapeado,1.99,7.47,116
2018,MA,Masculino,30 a 44 anos,1.99,8.0,149
2018,MA,Masculino,0 a 14 anos,2.0,8.0,147
2018,MA,Feminino,45 a 59 anos,2.0,7.95,205
2018,MA,Masculino,Outras idades / Não mapeado,2.0,7.92,75
2018,CE,Masculino,Outras idades / Não mapeado,1.99,7.98,285
2018,CE,Masculino,Outras idades / Não mapeado,1.97,7.89,201
2018,CE,Masculino,0 a 14 anos,1.99,8.0,270
2018,CE,Feminino,Outras idades / Não mapeado,1.98,7.6,296
2018,CE,Masculino,30 a 44 anos,2.0,8.0,235
2018,CE,Feminino,45 a 59 anos,2.0,7.96,387
2018,MG,Feminino,15 a 29 anos,2.0,8.0,14
2018,MG,Masculino,Outras idades / Não mapeado,2.0,7.67,3
2018,MG,Feminino,60 anos ou mais,1.89,7.89,9
2018,MG,Feminino,Outras idades / Não mapeado,2.0,8.0,10
2018,MG,Masculino,Outras idades / Não mapeado,2.0,8.0,2
2018,ES,Feminino,Outras idades / Não mapeado,1.97,7.85,235
2018,ES,Masculino,Outras idades / Não mapeado,1.99,7.89,189
2018,ES,Masculino,Outras idades / Não mapeado,2.0,7.96,246
2018,ES,Feminino,Outras idades / Não mapeado,1.98,7.93,165
2018,ES,Feminino,Outras idades / Não mapeado,1.99,7.87,239
2018,ES,Feminino,0 a 14 anos,2.0,8.0,224
2018,ES,Masculino,Outras idades / Não mapeado,1.98,7.93,158
2018,ES,Masculino,15 a 29 anos,1.98,7.99,236
2018,ES,Feminino,Outras idades / Não mapeado,1.93,7.93,60
2018,ES,Masculino,Outras idades / Não mapeado,1.98,7.86,43
2018,MS,Feminino,Outras idades / Não mapeado,1.97,7.86,235
2018,MS,Feminino,15 a 29 anos,2.0,8.0,285
2018,MS,Masculino,Outras idades / Não mapeado,1.94,7.92,103
2018,MS,Feminino,60 anos ou mais,2.0,7.87,307
2018,MS,Masculino,Outras idades / Não mapeado,1.87,7.91,53
2018,GO,Masculino,Outras idades / Não mapeado,1.97,7.84,94
2018,GO,Feminino,Outras idades / Não mapeado,1.99,7.82,193
2018,GO,Masculino,Outras idades / Não mapeado,1.98,7.92,129
2018,GO,Masculino,Outras idades / Não mapeado,1.99,7.93,174
2018,GO,Feminino,0 a 14 anos,2.0,8.0,150
2018,GO,Masculino,15 a 29 anos,2.0,7.99,160
2018,GO,Feminino,Outras idades / Não mapeado,1.98,7.93,109
2018,GO,Feminino,Outras idades / Não mapeado,1.99,7.9,160
2018,GO,Feminino,Outras idades / Não mapeado,1.85,7.98,40
2018,GO,Masculino,Outras idades / Não mapeado,1.9,7.94,49
2018,DF,Masculino,Outras idades / Não mapeado,2.0,7.9,70
2018,DF,Masculino,15 a 29 anos,2.0,7.99,78
2018,DF,Masculino,Outras idades / Não mapeado,2.0,7.97,91
2018,DF,Feminino,0 a 14 anos,2.0,8.0,78
2018,DF,Masculino,Outras idades / Não mapeado,1.89,7.89,19
2018,DF,Feminino,Outras idades / Não mapeado,2.0,7.91,114
2018,DF,Masculino,Outras idades / Não mapeado,1.98,7.87,60
2018,DF,Feminino,Outras idades / Não mapeado,1.97,7.9,62
2018,DF,Feminino,Outras idades / Não mapeado,2.0,7.93,98
2018,DF,Feminino,Outras idades / Não mapeado,1.82,7.88,17
2018,PA,Masculino,Outras idades / Não mapeado,1.82,8.0,11
2018,PA,Feminino,Outras idades / Não mapeado,1.98,7.6,62
2018,PA,Masculino,Outras idades / Não mapeado,2.0,7.92,24
2018,PA,Feminino,Outras idades / Não mapeado,1.96,7.96,23
2018,PA,Feminino,Outras idades / Não mapeado,2.0,7.74,39
2018,PA,Feminino,0 a 14 anos,1.99,7.99,98
2018,PA,Masculino,15 a 29 anos,2.0,7.99,86
2018,PA,Masculino,Outras idades / Não mapeado,1.99,7.97,70
2018,PA,Feminino,Outras idades / Não mapeado,1.89,7.89,9
2018,PA,Masculino,Outras idades / Não mapeado,1.97,7.97,29
2018,PI,Masculino,Outras idades / Não mapeado,1.94,7.98,51
2018,PI,Feminino,15 a 29 anos,1.98,8.0,146
2018,PI,Feminino,Outras idades / Não mapeado,1.98,7.88,124
2018,PI,Feminino,60 anos ou mais,2.0,7.69,177
2018,PI,Masculino,Outras idades / Não mapeado,1.98,8.0,47
2018,PB,Masculino,45 a 59 anos,2.0,7.99,450
2018,PB,Masculino,60 anos ou mais,1.99,7.97,360
2018,PB,Feminino,Outras idades / Não mapeado,1.99,7.62,328
2018,PB,Masculino,Outras idades / Não mapeado,1.99,7.96,318
2018,PB,Feminino,Outras idades / Não mapeado,1.98,7.67,340
2018,PB,Masculino,Outras idades / Não mapeado,1.98,7.94,253
2018,PB,Feminino,Outras idades / Não mapeado,1.9,7.94,192
2018,PB,Masculino,Outras idades / Não mapeado,1.97,7.93,150
2018,PB,Feminino,Outras idades / Não mapeado,1.92,7.99,166
2018,PB,Feminino,Outras idades / Não mapeado,1.99,7.56,342
2018,PB,Feminino,30 a 44 anos,1.99,8.0,277
2018,PB,Masculino,Outras idades / Não mapeado,1.98,7.95,307
2018,PB,Feminino,Outras idades / Não mapeado,1.91,7.95,117
2018,PE,Masculino,0 a 14 anos,1.99,7.99,255
2018,PE,Feminino,45 a 59 anos,1.99,7.96,378
2018,PE,Feminino,Outras idades / Não mapeado,1.98,7.64,313
2018,PE,Masculino,30 a 44 anos,1.98,8.0,224
2018,PE,Masculino,Outras idades / Não mapeado,1.98,7.98,263
2018,PE,Masculino,Outras idades / Não mapeado,1.98,7.92,193
2018,MT,Feminino,Outras idades / Não mapeado,1.97,7.9,271
2018,MT,Feminino,60 anos ou mais,1.98,7.91,331
2018,MT,Masculino,Outras idades / Não mapeado,1.9,7.96,113
2018,MT,Masculino,Outras idades / Não mapeado,1.84,7.93,67
2018,MT,Feminino,15 a 29 anos,1.99,7.99,333
2018,RO,Masculino,Outras idades / Não mapeado,1.97,7.93,180
2018,RO,Feminino,Outras idades / Não mapeado,1.99,7.87,284
2018,RO,Masculino,15 a 29 anos,2.0,8.0,267
2018,RO,Feminino,Outras idades / Não mapeado,1.97,7.93,230
2018,RO,Feminino,0 a 14 anos,2.0,7.98,253
2018,RO,Masculino,Outras idades / Não mapeado,1.98,7.94,199
2018,RO,Feminino,Outras idades / Não mapeado,1.98,7.94,159
2018,RO,Masculino,Outras idades / Não mapeado,1.98,7.97,264
2018,RO,Feminino,Outras idades / Não mapeado,1.93,8.0,45
2018,RO,Masculino,Outras idades / Não mapeado,1.96,7.96,57
2018,RR,Masculino,Outras idades / Não mapeado,1.99,7.96,188
2018,RR,Masculino,30 a 44 anos,1.99,7.99,168
2018,RR,Feminino,Outras idades / Não mapeado,1.98,7.63,201
2018,RR,Masculino,Outras idades / Não mapeado,1.98,7.93,121
2018,RR,Feminino,45 a 59 anos,1.99,7.96,295
2018,RR,Masculino,0 a 14 anos,2.0,7.98,191
2018,RN,Feminino,Outras idades / Não mapeado,1.97,7.68,225
2018,RN,Feminino,0 a 14 anos,2.0,8.0,229
2018,RN,Feminino,Outras idades / Não mapeado,1.98,7.75,232
2018,RN,Masculino,Outras idades / Não mapeado,1.98,7.94,240
2018,RN,Masculino,15 a 29 anos,2.0,8.0,243
2018,RN,Masculino,Outras idades / Não mapeado,1.98,7.91,161
2018,RN,Masculino,Outras idades / Não mapeado,1.99,7.96,138
2018,RN,Feminino,Outras idades / Não mapeado,1.99,7.93,200
2018,RN,Masculino,Outras idades / Não mapeado,1.97,7.99,76
2018,RN,Feminino,Outras idades / Não mapeado,1.94,7.96,89
2018,RJ,Feminino,Outras idades / Não mapeado,1.99,7.91,400
2018,RJ,Feminino,0 a 14 anos,1.99,7.99,255
2018,RJ,Masculino,15 a 29 anos,1.99,7.98,268
2018,RJ,Masculino,Outras idades / Não mapeado,1.99,7.96,318
2018,RJ,Feminino,Outras idades / Não mapeado,1.99,7.93,382
2018,RJ,Feminino,Outras idades / Não mapeado,1.94,7.97,140
2018,RJ,Masculino,Outras idades / Não mapeado,1.99,7.96,254
2018,RJ,Masculino,Outras idades / Não mapeado,1.99,7.96,335
2018,RJ,Masculino,Outras idades / Não mapeado,1.99,7.9,87
2018,RJ,Feminino,Outras idades / Não mapeado,1.99,7.97,339
2018,PR,Feminino,0 a 14 anos,2.0,8.0,230
2018,PR,Feminino,Outras idades / Não mapeado,2.0,7.93,218
2018,PR,Feminino,Outras idades / Não mapeado,2.0,7.92,315
2018,PR,Masculino,Outras idades / Não mapeado,2.0,7.97,312
2018,PR,Masculino,15 a 29 anos,2.0,7.99,262
2018,PR,Masculino,Outras idades / Não mapeado,1.99,7.94,242
2018,PR,Feminino,Outras idades / Não mapeado,1.99,7.95,87
2018,PR,Feminino,Outras idades / Não mapeado,2.0,7.93,318
2018,PR,Masculino,Outras idades / Não mapeado,1.99,7.89,81
2018,PR,Masculino,Outras idades / Não mapeado,1.99,7.91,175
2020,RO,Masculino,15 a 29 anos,2.0,7.98,190
2020,RO,Masculino,Outras idades / Não mapeado,1.99,7.81,177
2020,RO,Feminino,0 a 14 anos,1.99,7.99,185
2020,RO,Feminino,Outras idades / Não mapeado,1.99,7.76,248
2020,RO,Feminino,Outras idades / Não mapeado,1.98,7.76,191
2020,RO,Masculino,Outras idades / Não mapeado,1.99,7.78,214
2020,RO,Feminino,Outras idades / Não mapeado,1.98,7.91,155
2020,RO,Masculino,Outras idades / Não mapeado,1.98,7.89,128
2020,RO,Masculino,Outras idades / Não mapeado,1.96,7.93,55
2020,RO,Feminino,Outras idades / Não mapeado,1.93,7.98,45
2020,RR,Masculino,Outras idades / Não mapeado,1.99,7.9,184
2020,RR,Masculino,0 a 14 anos,2.0,8.0,182
2020,RR,Feminino,Outras idades / Não mapeado,2.0,7.62,201
2020,RR,Masculino,30 a 44 anos,1.99,8.0,164
2020,RR,Masculino,Outras idades / Não mapeado,2.0,7.83,116
2020,RR,Feminino,45 a 59 anos,1.99,7.96,272
2020,TO,Feminino,Outras idades / Não mapeado,1.98,7.57,195
2020,TO,Masculino,Outras idades / Não mapeado,1.98,7.84,150
2020,TO,Masculino,Outras idades / Não mapeado,1.98,7.83,140
2020,TO,Feminino,0 a 14 anos,2.0,8.0,164
2020,TO,Feminino,Outras idades / Não mapeado,1.99,7.86,109
2020,TO,Masculino,15 a 29 anos,2.0,7.99,174
2020,TO,Feminino,Outras idades / Não mapeado,1.97,7.65,153
2020,TO,Masculino,Outras idades / Não mapeado,1.95,7.86,111
2020,TO,Feminino,Outras idades / Não mapeado,1.95,7.87,40
2020,TO,Masculino,Outras idades / Não mapeado,1.93,7.95,44
2020,RN,Masculino,Outras idades / Não mapeado,1.99,7.77,71
2020,RN,Feminino,Outras idades / Não mapeado,1.94,7.97,34
2020,RN,Masculino,Outras idades / Não mapeado,1.98,7.79,107
2020,RN,Feminino,Outras idades / Não mapeado,1.98,7.63,93
2020,RN,Feminino,Outras idades / Não mapeado,1.98,7.88,81
2020,RN,Masculino,15 a 29 anos,2.0,7.98,115
2020,RN,Feminino,Outras idades / Não mapeado,1.97,7.52,110
2020,RN,Masculino,Outras idades / Não mapeado,2.0,7.8,51
2020,RN,Feminino,0 a 14 anos,2.0,8.0,70
2020,RN,Masculino,Outras idades / Não mapeado,2.0,8.0,28
2020,SE,Feminino,60 anos ou mais,1.99,7.61,262
2020,SE,Feminino,15 a 29 anos,2.0,8.0,232
2020,SE,Feminino,Outras idades / Não mapeado,1.97,7.71,182
2020,SE,Masculino,Outras idades / Não mapeado,1.96,7.95,56
2020,SE,Masculino,Outras idades / Não mapeado,1.98,7.98,45
2020,RJ,Feminino,Outras idades / Não mapeado,2.0,7.91,11
2020,RJ,Masculino,Outras idades / Não mapeado,2.0,7.86,7
2020,RJ,Feminino,Outras idades / Não mapeado,2.0,8.0,8
2020,RJ,Masculino,Outras idades / Não mapeado,2.0,7.93,14
2020,RJ,Feminino,Outras idades / Não mapeado,2.0,7.78,18
2020,RJ,Feminino,Outras idades / Não mapeado,2.0,8.0,2
2020,RJ,Masculino,Outras idades / Não mapeado,2.0,8.0,10
2020,RJ,Feminino,0 a 14 anos,2.0,8.0,5
2020,RJ,Masculino,15 a 29 anos,2.0,8.0,7
2020,RJ,Masculino,Outras idades / Não mapeado,2.0,8.0,2
2020,SP,Feminino,Outras idades / Não mapeado,1.97,7.94,257
2020,SP,Masculino,45 a 59 anos,2.0,7.96,377
2020,SP,Feminino,Outras idades / Não mapeado,1.99,7.81,339
2020,SP,Feminino,Outras idades / Não mapeado,1.97,7.96,150
2020,SP,Feminino,Outras idades / Não mapeado,1.96,7.94,177
2020,SP,Masculino,Outras idades / Não mapeado,2.0,7.89,323
2020,SP,Feminino,30 a 44 anos,2.0,8.0,222
2020,SP,Masculino,Outras idades / Não mapeado,1.99,7.91,186
2020,SP,Masculino,60 anos ou mais,2.0,7.92,317
2020,SP,Feminino,Outras idades / Não mapeado,1.99,7.84,355
2020,SP,Feminino,Outras idades / Não mapeado,1.99,7.77,357
2020,SP,Masculino,Outras idades / Não mapeado,2.0,7.89,346
2020,SP,Masculino,Outras idades / Não mapeado,1.99,7.9,366
2020,PR,Feminino,Outras idades / Não mapeado,1.99,7.82,320
2020,PR,Feminino,Outras idades / Não mapeado,1.99,7.84,350
2020,PR,Masculino,Outras idades / Não mapeado,2.0,7.86,286
2020,PR,Feminino,0 a 14 anos,2.0,8.0,222
2020,PR,Masculino,Outras idades / Não mapeado,1.99,7.9,287
2020,PR,Masculino,15 a 29 anos,1.99,7.99,266
2020,PR,Masculino,Outras idades / Não mapeado,1.99,7.84,83
2020,PR,Masculino,Outras idades / Não mapeado,1.99,7.91,223
2020,PR,Feminino,Outras idades / Não mapeado,1.98,7.95,108
2020,PR,Feminino,Outras idades / Não mapeado,1.98,7.9,260
2020,SC,Masculino,Outras idades / Não mapeado,2.0,8.0,7
2020,SC,Masculino,30 a 44 anos,2.0,8.0,2
2020,SC,Masculino,Outras idades / Não mapeado,2.0,8.0,6
2020,SC,Feminino,Outras idades / Não mapeado,2.0,7.83,6
2020,SC,Masculino,0 a 14 anos,2.0,8.0,4
2020,SC,Feminino,45 a 59 anos,2.0,8.0,4
2020,RS,Masculino,Outras idades / Não mapeado,2.0,7.86,7
2020,RS,Feminino,Outras idades / Não mapeado,2.0,7.95,21
2020,RS,Feminino,15 a 29 anos,2.0,8.0,8
2020,RS,Masculino,Outras idades / Não mapeado,2.0,7.75,8
2020,RS,Feminino,60 anos ou mais,2.0,7.6,10
2020,MA,Feminino,Outras idades / Não mapeado,2.0,7.4,25
2020,MA,Masculino,Outras idades / Não mapeado,2.0,7.94,17
2020,MA,Feminino,45 a 59 anos,2.0,7.87,31
2020,MA,Masculino,0 a 14 anos,2.0,8.0,21
2020,MA,Masculino,Outras idades / Não mapeado,1.94,7.81,16
2020,MA,Masculino,30 a 44 anos,2.0,8.0,19
2020,CE,Feminino,45 a 59 anos,1.99,7.92,274
2020,CE,Masculino,30 a 44 anos,1.99,7.99,174
2020,CE,Masculino,Outras idades / Não mapeado,1.99,7.76,170
2020,CE,Feminino,Outras idades / Não mapeado,1.97,7.52,240
2020,CE,Masculino,Outras idades / Não mapeado,1.99,7.79,210
2020,CE,Masculino,0 a 14 anos,2.0,8.0,176
2020,BA,Masculino,30 a 44 anos,2.0,8.0,84
2020,BA,Masculino,0 a 14 anos,2.0,8.0,61
2020,BA,Feminino,Outras idades / Não mapeado,2.0,7.53,76
2020,BA,Masculino,Outras idades / Não mapeado,2.0,7.85,60
2020,BA,Feminino,45 a 59 anos,1.98,7.87,95
2020,BA,Masculino,Outras idades / Não mapeado,1.98,7.77,60
2020,MG,Feminino,60 anos ou mais,2.0,7.79,57
2020,MG,Feminino,Outras idades / Não mapeado,1.97,7.81,36
2020,MG,Feminino,15 a 29 anos,2.0,8.0,45
2020,MG,Masculino,Outras idades / Não mapeado,1.92,7.83,12
2020,MG,Masculino,Outras idades / Não mapeado,1.94,7.88,16
2020,ES,Masculino,Outras idades / Não mapeado,2.0,7.83,103
2020,ES,Masculino,Outras idades / Não mapeado,1.93,8.0,44
2020,ES,Feminino,Outras idades / Não mapeado,1.99,7.68,171
2020,ES,Masculino,Outras idades / Não mapeado,1.97,7.87,147
2020,ES,Feminino,Outras idades / Não mapeado,1.98,7.74,136
2020,ES,Masculino,Outras idades / Não mapeado,2.0,7.73,122
2020,ES,Feminino,0 a 14 anos,2.0,8.0,123
2020,ES,Masculino,15 a 29 anos,2.0,8.0,135
2020,ES,Feminino,Outras idades / Não mapeado,1.91,7.93,44
2020,ES,Feminino,Outras idades / Não mapeado,1.97,7.86,109
2020,MS,Feminino,60 anos ou mais,1.99,7.75,243
2020,MS,Feminino,Outras idades / Não mapeado,1.97,7.8,252
2020,MS,Feminino,15 a 29 anos,2.0,8.0,278
2020,MS,Masculino,Outras idades / Não mapeado,1.86,7.94,102
2020,MS,Masculino,Outras idades / Não mapeado,1.86,7.94,71
2020,GO,Masculino,15 a 29 anos,2.0,8.0,272
2020,GO,Masculino,Outras idades / Não mapeado,1.98,7.83,301
2020,GO,Feminino,Outras idades / Não mapeado,1.98,7.77,362
2020,GO,Feminino,Outras idades / Não mapeado,1.98,7.76,358
2020,GO,Feminino,0 a 14 anos,2.0,7.99,249
2020,GO,Feminino,Outras idades / Não mapeado,1.87,7.96,79
2020,GO,Masculino,Outras idades / Não mapeado,1.99,7.8,269
2020,GO,Feminino,Outras idades / Não mapeado,1.98,7.86,235
2020,GO,Masculino,Outras idades / Não mapeado,1.99,7.85,210
